"Notes","County","County Code","Sex","Sex Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Fairfield County, CT","09001","Female","F","2024 ","2024",22,Not Available,Not Available,Not Available,Not Available
,"Fairfield County, CT","09001","Male","M","2018","2018",38,459748,8.3,5.8,11.3
,"Fairfield County, CT","09001","Male","M","2019","2019",41,459410,8.9,6.4,12.1
,"Fairfield County, CT","09001","Male","M","2020","2020",52,458994,11.3,8.5,14.9
,"Fairfield County, CT","09001","Male","M","2021","2021",55,470472,11.7,8.8,15.2
,"Fairfield County, CT","09001","Male","M","2022","2022",69,Not Available,Not Available,Not Available,Not Available
,"Fairfield County, CT","09001","Male","M","2023","2023",90,Not Available,Not Available,Not Available,Not Available
,"Fairfield County, CT","09001","Male","M","2024 ","2024",65,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","Female","F","2018","2018",25,458580,5.5,3.5,8.0
,"Hartford County, CT","09003","Female","F","2019","2019",31,458516,6.8,4.6,9.6
,"Hartford County, CT","09003","Female","F","2020","2020",28,457334,6.1,4.1,8.8
,"Hartford County, CT","09003","Female","F","2021","2021",40,458432,8.7,6.2,11.9
,"Hartford County, CT","09003","Female","F","2022","2022",50,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","Female","F","2023","2023",36,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","Female","F","2024 ","2024",45,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","Male","M","2018","2018",67,434117,15.4,12.0,19.6
,"Hartford County, CT","09003","Male","M","2019","2019",81,433204,18.7,14.8,23.2
,"Hartford County, CT","09003","Male","M","2020","2020",97,431892,22.5,18.2,27.4
,"Hartford County, CT","09003","Male","M","2021","2021",110,438422,25.1,20.4,29.8
,"Hartford County, CT","09003","Male","M","2022","2022",109,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","Male","M","2023","2023",131,Not Available,Not Available,Not Available,Not Available
,"Hartford County, CT","09003","Male","M","2024 ","2024",106,Not Available,Not Available,Not Available,Not Available
,"Litchfield County, CT","09005","Male","M","2018","2018",13,89551,14.5,7.7,24.8
,"Litchfield County, CT","09005","Male","M","2019","2019",19,89293,21.3,12.8,33.2
,"Litchfield County, CT","09005","Male","M","2020","2020",18,88880,20.3,12.0,32.0
,"Litchfield County, CT","09005","Male","M","2021","2021",13,92281,14.1,7.5,24.1
,"Litchfield County, CT","09005","Male","M","2022","2022",17,Not Available,Not Available,Not Available,Not Available
,"Litchfield County, CT","09005","Male","M","2023","2023",21,Not Available,Not Available,Not Available,Not Available
,"Litchfield County, CT","09005","Male","M","2024 ","2024",12,Not Available,Not Available,Not Available,Not Available
,"Middlesex County, CT","09007","Male","M","2018","2018",17,79242,21.5,12.5,34.3
